StartTimeUnixNano,EndTimeUnixNano,Duration,TraceID,SpanID,ParentID,PodName,OperationName
1674981797190823674,1674981797194295031,3471,t10,s2164,s356,ts-price-service,PriceConfigRepository.findByRouteIdAndTrainType
1674981797191266083,1674981797194273012,3006,t10,s1424,s2164,ts-price-service,SELECT PriceConfig
1674981797192509953,1674981797193997505,1487,t10,s1797,s1424,ts-price-service,SELECT ts.price_config
1674981797227000000,1674981797535785652,308785,t10,s1840,s2438,ts-seat-service,/api/v1/seatservice/seats/left_tickets
1674981797539000000,1674981797881219335,342219,t10,s2568,s360,ts-seat-service,/api/v1/seatservice/seats/left_tickets
1674981798397000000,1674981798766886881,369886,t10,s2625,s2214,ts-seat-service,/api/v1/seatservice/seats
1674981797228662035,1674981797535465688,306803,t10,s266,s1840,ts-seat-service,SeatController.getLeftTicketOfInterval
1674981797539833386,1674981797880970245,341136,t10,s1207,s2568,ts-seat-service,SeatController.getLeftTicketOfInterval
1674981798400236356,1674981798765850539,365614,t10,s2632,s2625,ts-seat-service,SeatController.create
1674981797231328359,1674981797289833786,58505,t10,s1525,s266,ts-seat-service,HTTP POST
1674981797528668322,1674981797534175619,5507,t10,s1415,s266,ts-seat-service,HTTP GET
1674981797542079291,1674981797836309130,294229,t10,s1395,s1207,ts-seat-service,HTTP POST
1674981797871360826,1674981797879464940,8104,t10,s199,s1207,ts-seat-service,HTTP GET
1674981798402250893,1674981798490105583,87854,t10,s1759,s2632,ts-seat-service,HTTP POST
1674981797530000000,1674981797532914081,2914,t10,s1529,s1415,ts-config-service,/api/v1/configservice/configs/{configName}
1674981797873000000,1674981797875690370,2690,t10,s1419,s199,ts-config-service,/api/v1/configservice/configs/{configName}
1674981797530592696,1674981797532727860,2135,t10,s1554,s1529,ts-config-service,ConfigController.retrieve
1674981797873582557,1674981797875506386,1923,t10,s630,s1419,ts-config-service,ConfigController.retrieve
1674981797531025314,1674981797532250648,1225,t10,s2103,s1554,ts-config-service,ConfigRepository.findByName
1674981797874007743,1674981797875018671,1010,t10,s1556,s630,ts-config-service,ConfigRepository.findByName
1674981797531134643,1674981797532242610,1107,t10,s763,s2103,ts-config-service,SELECT Config
1674981797874157319,1674981797875009837,852,t10,s1665,s1556,ts-config-service,SELECT Config
1674981797531669904,1674981797532145028,475,t10,s2193,s763,ts-config-service,SELECT ts.config
1674981797874293859,1674981797874919239,625,t10,s2509,s1665,ts-config-service,SELECT ts.config
1674981797901000000,1674981797908690670,7690,t10,s1457,s372,ts-station-service,/api/v1/stationservice/stations/id/{stationNameForId}
1674981797910000000,1674981797914795800,4795,t10,s696,s2060,ts-station-service,/api/v1/stationservice/stations/id/{stationNameForId}
1674981797901680123,1674981797908468558,6788,t10,s804,s1457,ts-station-service,StationController.queryForStationId
1674981797910478947,1674981797914605684,4126,t10,s373,s696,ts-station-service,StationController.queryForStationId
1674981797902249340,1674981797908167316,5917,t10,s6,s804,ts-station-service,StationRepository.findByName
1674981797910961917,1674981797914350516,3388,t10,s2594,s373,ts-station-service,StationRepository.findByName
1674981797902388249,1674981797908157067,5768,t10,s1635,s6,ts-station-service,SELECT Station
1674981797911073959,1674981797914341016,3267,t10,s1581,s2594,ts-station-service,SELECT Station
1674981797905217850,1674981797908038867,2821,t10,s1121,s1635,ts-station-service,SELECT ts.station
1674981797911180137,1674981797914194279,3014,t10,s1012,s1581,ts-station-service,SELECT ts.station
1674981797918000000,1674981797924218883,6218,t10,s2006,s764,ts-train-service,/api/v1/trainservice/trains/byName/{name}
1674981797919148119,1674981797923610021,4461,t10,s1325,s2006,ts-train-service,TrainController.retrieveByName
1674981797920002161,1674981797922866038,2863,t10,s2530,s1325,ts-train-service,TrainTypeRepository.findByName
1674981797920570007,1674981797922840783,2270,t10,s695,s2530,ts-train-service,SELECT TrainType
1674981797921731026,1674981797922576703,845,t10,s450,s695,ts-train-service,SELECT ts.train_type
1674981798157000000,1674981798165394826,8394,t10,s1993,s2364,ts-price-service,/api/v1/priceservice/prices/{routeId}/{trainType}
1674981798158248460,1674981798164716723,6468,t10,s609,s1993,ts-price-service,PriceController.query
1674981798159682232,1674981798163952509,4270,t10,s1258,s609,ts-price-service,PriceConfigRepository.findByRouteIdAndTrainType
1674981798160039949,1674981798163927550,3887,t10,s1187,s1258,ts-price-service,SELECT PriceConfig
1674981798162585976,1674981798163586785,1000,t10,s1238,s1187,ts-price-service,SELECT ts.price_config
1674981799119000000,1674981799134449090,15449,t10,s2579,s2618,ts-assurance-service,/api/v1/assuranceservice/assurances/{typeIndex}/{orderId}
1674981799123259785,1674981799133462334,10202,t10,s2023,s2579,ts-assurance-service,AssuranceController.createNewAssurance
1674981799124558426,1674981799127427411,2868,t10,s1149,s2023,ts-assurance-service,AssuranceRepository.findByOrderId
1674981799127570274,1674981799132133221,4562,t10,s377,s2023,ts-assurance-service,AssuranceRepository.save
1674981799125151676,1674981799127373590,2221,t10,s889,s1149,ts-assurance-service,SELECT Assurance
1674981799128273780,1674981799129301319,1027,t10,s1551,s377,ts-assurance-service,Session.merge assurance.entity.Assurance
1674981799129343987,1674981799132104150,2760,t10,s645,s377,ts-assurance-service,Transaction.commit
1674981799126473436,1674981799127200423,726,t10,s868,s889,ts-assurance-service,SELECT ts.assurance
1674981799128555633,1674981799128973208,417,t10,s710,s1551,ts-assurance-service,SELECT ts.assurance
1674981799129654696,1674981799131514639,1859,t10,s2387,s645,ts-assurance-service,INSERT ts.assurance
1674981799149000000,1674981799160586347,11586,t10,s2533,s1564,ts-user-service,/api/v1/userservice/users/id/{userId}
1674981799151069493,1674981799159909770,8840,t10,s671,s2533,ts-user-service,UserController.getUserByUserId
1674981799151913418,1674981799159242411,7328,t10,s1981,s671,ts-user-service,UserRepository.findByUserId
1674981799152195111,1674981799159218641,7023,t10,s499,s1981,ts-user-service,SELECT User
1674981799155730920,1674981799158833030,3102,t10,s305,s499,ts-user-service,SELECT ts.user
1674981801392000000,1674981801738742340,346742,t1,s2526,s0,ts-gateway-service,/*
1674981801393071925,1674981801738464704,345392,t1,s1757,s2526,ts-gateway-service,FilteringWebHandler.handle
1674981801394555320,1674981801738698892,344143,t1,s71,s2526,ts-gateway-service,HTTP POST
1674981801396000000,1674981801736679090,340679,t1,s2287,s71,ts-travel-service,/api/v1/travelservice/trips/left
1674981801396959308,1674981801736181034,339221,t1,s1758,s2287,ts-travel-service,TravelController.queryInfo
1674981801397628370,1674981801399789172,2160,t1,s1921,s1758,ts-travel-service,TripRepository.findAll
1674981801398529691,1674981801399173535,643,t1,s1401,s1921,ts-travel-service,SELECT Trip
1674981801399197092,1674981801399603679,406,t1,s151,s1921,ts-travel-service,Transaction.commit
1674981801398634475,1674981801398990084,355,t1,s918,s1401,ts-travel-service,SELECT ts.trip
1674981801400650026,1674981801534959740,134309,t1,s1288,s1758,ts-travel-service,HTTP POST
1674981801536553033,1674981801582848857,46295,t1,s848,s1758,ts-travel-service,HTTP POST
1674981801583668593,1674981801607345032,23676,t1,s1663,s1758,ts-travel-service,HTTP POST
1674981801608554722,1674981801629690661,21135,t1,s2259,s1758,ts-travel-service,HTTP POST
1674981801630461046,1674981801650338338,19877,t1,s503,s1758,ts-travel-service,HTTP POST
1674981801651393693,1674981801692338295,40944,t1,s2434,s1758,ts-travel-service,HTTP POST
1674981801693280790,1674981801734696828,41416,t1,s277,s1758,ts-travel-service,HTTP POST
1674981801405000000,1674981801534801764,129801,t1,s1505,s1288,ts-basic-service,/api/v1/basicservice/basic/travels
1674981801405536258,1674981801534580222,129043,t1,s2275,s1505,ts-basic-service,BasicController.queryForTravels
1674981801410686525,1674981801423259801,12573,t1,s1765,s2275,ts-basic-service,HTTP POST
1674981801423822401,1674981801435211948,11389,t1,s1690,s2275,ts-basic-service,HTTP POST
1674981801438569070,1674981801510399253,71830,t1,s1678,s2275,ts-basic-service,HTTP POST
1674981801513927512,1674981801530845208,16917,t1,s1644,s2275,ts-basic-service,HTTP POST
1674981801412000000,1674981801421093517,9093,t1,s992,s1765,ts-station-service,/api/v1/stationservice/stations/idlist
1674981801412639776,1674981801420830274,8190,t1,s2307,s992,ts-station-service,StationController.queryForIdBatch
1674981801413489502,1674981801420537228,7047,t1,s327,s2307,ts-station-service,StationRepository.findByNames
1674981801413667172,1674981801420514153,6846,t1,s726,s327,ts-station-service,SELECT station
1674981801416896289,1674981801420390791,3494,t1,s420,s726,ts-station-service,SELECT ts.station
1674981801425000000,1674981801431961352,6961,t1,s885,s1690,ts-train-service,/api/v1/trainservice/trains/byNames
1674981801426184872,1674981801431312542,5127,t1,s1499,s885,ts-train-service,TrainController.retrieveByName
